MODELYEAR,MAKE,MODEL,VEHICLECLASS,ENGINESIZE,FUELCONSUMPTION,CO2EMISSIONS
2014,MERCEDES-BENZ,E 550 4MATIC,MID-SIZE,4.7,9.1,267
2014,MERCEDES-BENZ,E 550 CABRIOLET,SUBCOMPACT,4.7,9.3,269
2014,MERCEDES-BENZ,E 550 COUPE,SUBCOMPACT,4.7,8.9,262
2014,MERCEDES-BENZ,E 63 AMG 4MATIC,MID-SIZE,5.5,10.3,297
2014,MERCEDES-BENZ,E 63 AMG 4MATIC WAGON,STATION WAGON - MID-SIZE,5.5,11,310
2014,MERCEDES-BENZ,E 63 AMG S 4MATIC,MID-SIZE,5.5,10.3,297
2014,MERCEDES-BENZ,E 63 AMG S 4MATIC WAGON,STATION WAGON - MID-SIZE,5.5,11,310
2014,MERCEDES-BENZ,G 550,SUV - STANDARD,5.5,15.9,419
2014,MERCEDES-BENZ,G 63 AMG,SUV - STANDARD,5.5,15.7,407
2014,MERCEDES-BENZ,GL 350 BLUETEC 4MATIC,SUV - STANDARD,3,10.2,324
2014,MERCEDES-BENZ,GL 450 4MATIC,SUV - STANDARD,4.7,12.8,350
2014,MERCEDES-BENZ,GL 550 4MATIC,SUV - STANDARD,4.7,13.1,359
2014,MERCEDES-BENZ,GL 63 AMG,SUV - STANDARD,5.5,13.4,363
2014,MERCEDES-BENZ,GLK 250 BLUETEC 4MATIC,SUV - SMALL,2.1,7.1,230
2014,MERCEDES-BENZ,GLK 350 4MATIC,SUV - SMALL,3.5,9.6,260
2014,MERCEDES-BENZ,ML 350 4MATIC FFV,SUV - STANDARD,3.5,10.5,278
2014,MERCEDES-BENZ,ML 350 4MATIC FFV,SUV - STANDARD,3.5,13.8,256
2014,MERCEDES-BENZ,ML 350 BLUETEC 4MATIC,SUV - STANDARD,3,8.5,278
2014,MERCEDES-BENZ,ML 550 4MATIC,SUV - STANDARD,4.7,11.8,327
2014,MERCEDES-BENZ,ML 63 AMG 4MATIC,SUV - STANDARD,5.5,13.5,356
2014,MERCEDES-BENZ,S 550 4MATIC LWB,FULL-SIZE,4.7,9.5,278
2014,MERCEDES-BENZ,S 550 4MATIC SWB,FULL-SIZE,4.7,9.4,276
2014,MERCEDES-BENZ,S 63 AMG 4MATIC,FULL-SIZE,5.5,10.3,304
2014,MERCEDES-BENZ,SL 550,TWO-SEATER,4.7,9.6,269
2014,MERCEDES-BENZ,SL 63 AMG,TWO-SEATER,5.5,10.2,292
2014,MERCEDES-BENZ,SL 65 AMG,TWO-SEATER,6,11.2,327
2014,MERCEDES-BENZ,SLK 250,TWO-SEATER,1.8,7.2,205
2014,MERCEDES-BENZ,SLK 250,TWO-SEATER,1.8,7.3,207
2014,MERCEDES-BENZ,SLK 350,TWO-SEATER,3.5,8.1,225
2014,MERCEDES-BENZ,SLK 55 AMG,TWO-SEATER,5.5,8.7,246
2014,MERCEDES-BENZ,SLS AMG BLACK SERIES COUPE,TWO-SEATER,6.2,13.9,380
2014,MERCEDES-BENZ,SLS AMG GT COUPE,TWO-SEATER,6.2,12.6,361
2014,MERCEDES-BENZ,SLS AMG ROADSTER,TWO-SEATER,6.2,12.6,361
2014,MINI,COOPER CLUBMAN,SUBCOMPACT,1.6,6.6,179
2014,MINI,COOPER CLUBMAN,SUBCOMPACT,1.6,6.8,179
2014,MINI,COOPER CONVERTIBLE,MINICOMPACT,1.6,6.6,179
2014,MINI,COOPER CONVERTIBLE,MINICOMPACT,1.6,6.8,179
2014,MINI,COOPER COUNTRYMAN,COMPACT,1.6,7.9,200
2014,MINI,COOPER COUNTRYMAN,COMPACT,1.6,6.8,179
2014,MINI,COOPER COUPE,TWO-SEATER,1.6,6.6,175
2014,MINI,COOPER COUPE,TWO-SEATER,1.6,6.4,168
2014,MINI,COOPER PACEMAN,COMPACT,1.6,7.9,200
2014,MINI,COOPER PACEMAN,COMPACT,1.6,6.8,179
2014,MINI,COOPER ROADSTER,TWO-SEATER,1.6,6.6,179
2014,MINI,COOPER ROADSTER,TWO-SEATER,1.6,6.8,179
2014,MINI,COOPER S CLUBMAN,SUBCOMPACT,1.6,7,191
2014,MINI,COOPER S CLUBMAN,SUBCOMPACT,1.6,6.7,184
2014,MINI,COOPER S CONVERTIBLE,MINICOMPACT,1.6,7,191
2014,MINI,COOPER S CONVERTIBLE,MINICOMPACT,1.6,6.7,184
2014,MINI,COOPER S COUNTRYMAN ALL4,COMPACT,1.6,7.8,207
2014,MINI,COOPER S COUNTRYMAN ALL4,COMPACT,1.6,7.5,196
2014,MINI,COOPER S COUPE,TWO-SEATER,1.6,7,191
2014,MINI,COOPER S COUPE,TWO-SEATER,1.6,6.7,184
2014,MINI,COOPER S PACEMAN ALL4,COMPACT,1.6,7.8,207
2014,MINI,COOPER S PACEMAN ALL4,COMPACT,1.6,7.5,196
2014,MINI,COOPER S ROADSTER,TWO-SEATER,1.6,7,191
2014,MINI,COOPER S ROADSTER,TWO-SEATER,1.6,6.7,184
2014,MINI,JOHN COOPER WORKS CLUBMAN,SUBCOMPACT,1.6,7,191
2014,MINI,JOHN COOPER WORKS CLUBMAN,SUBCOMPACT,1.6,6.7,184
2014,MINI,JOHN COOPER WORKS CONVERTIBLE,MINICOMPACT,1.6,7,191
2014,MINI,JOHN COOPER WORKS CONVERTIBLE,MINICOMPACT,1.6,6.7,184
2014,MINI,JOHN COOPER WORKS COUNTRYMAN ALL4,COMPACT,1.6,7.8,207
2014,MINI,JOHN COOPER WORKS COUNTRYMAN ALL4,COMPACT,1.6,7.5,196
2014,MINI,JOHN COOPER WORKS COUPE,TWO-SEATER,1.6,7,191
2014,MINI,JOHN COOPER WORKS COUPE,TWO-SEATER,1.6,6.7,184
2014,MINI,JOHN COOPER WORKS PACEMAN ALL4,COMPACT,1.6,7.8,207
2014,MINI,JOHN COOPER WORKS PACEMAN ALL4,COMPACT,1.6,7.5,196
2014,MINI,JOHN COOPER WORKS ROADSTER,TWO-SEATER,1.6,7,191
2014,MINI,JOHN COOPER WORKS ROADSTER,TWO-SEATER,1.6,6.7,184
2014,MITSUBISHI,LANCER,COMPACT,2,7,189
2014,MITSUBISHI,LANCER,COMPACT,2,6.8,191
2014,MITSUBISHI,LANCER AWD,COMPACT,2.4,8.2,218
2014,MITSUBISHI,LANCER EVOLUTION,COMPACT,2,10.5,288
2014,MITSUBISHI,LANCER EVOLUTION,COMPACT,2,10.3,283
2014,MITSUBISHI,LANCER RALLIART,COMPACT,2,9.4,267
2014,MITSUBISHI,LANCER SPORTBACK,STATION WAGON - SMALL,2,7.3,198
2014,MITSUBISHI,LANCER SPORTBACK,STATION WAGON - SMALL,2,7.1,198
2014,MITSUBISHI,MIRAGE,COMPACT,1.2,5.4,138
2014,MITSUBISHI,MIRAGE,COMPACT,1.2,5.6,147
2014,MITSUBISHI,OUTLANDER,SUV - SMALL,2.4,7.5,198
2014,MITSUBISHI,OUTLANDER 4WD,SUV - SMALL,2.4,8.1,209
2014,MITSUBISHI,OUTLANDER 4WD,SUV - SMALL,3,8.5,235
2014,MITSUBISHI,RVR,SUV - SMALL,2,7.6,200
2014,MITSUBISHI,RVR,SUV - SMALL,2,7.5,202
2014,MITSUBISHI,RVR 4WD,SUV - SMALL,2,8,207
2014,NISSAN,370Z,TWO-SEATER,3.7,9.1,253
2014,NISSAN,370Z,TWO-SEATER,3.7,9.3,264
2014,NISSAN,370Z ROADSTER,TWO-SEATER,3.7,9.5,262
2014,NISSAN,370Z ROADSTER,TWO-SEATER,3.7,9.6,269
2014,NISSAN,ALTIMA,MID-SIZE,2.5,6.2,175
2014,NISSAN,ALTIMA,MID-SIZE,3.5,7.4,214
2014,NISSAN,ARMADA 4WD,SUV - STANDARD,5.6,13.4,380
2014,NISSAN,FRONTIER,PICKUP TRUCK - SMALL,2.5,10.6,283
2014,NISSAN,FRONTIER,PICKUP TRUCK - SMALL,2.5,10.2,260
2014,NISSAN,FRONTIER,PICKUP TRUCK - SMALL,4,10.2,292
2014,NISSAN,FRONTIER 4WD,PICKUP TRUCK - SMALL,4,11.2,315
2014,NISSAN,FRONTIER 4WD,PICKUP TRUCK - SMALL,4,11,301
2014,NISSAN,GT-R,SUBCOMPACT,3.8,10.9,297
2014,NISSAN,JUKE,STATION WAGON - SMALL,1.6,7.3,186
2014,NISSAN,JUKE,STATION WAGON - SMALL,1.6,7.6,198
2014,NISSAN,JUKE AWD,STATION WAGON - SMALL,1.6,7.9,200
2014,NISSAN,MAXIMA,MID-SIZE,3.5,9.1,251
2014,NISSAN,MURANO AWD,SUV - SMALL,3.5,10.1,271
2014,NISSAN,NV200 CARGO VAN,SPECIAL PURPOSE VEHICLE,2,8.5,214
2014,NISSAN,PATHFINDER,SUV - SMALL,3.5,8.9,244
2014,NISSAN,PATHFINDER 4WD,SUV - SMALL,3.5,9.3,253
2014,NISSAN,PATHFINDER HYBRID 4WD,SUV - STANDARD,2.5,8.5,202
2014,NISSAN,QUEST,MINIVAN,3.5,9.5,255
2014,NISSAN,ROGUE,SUV - SMALL,2.5,7.2,191
2014,NISSAN,ROGUE AWD,SUV - SMALL,2.5,7.4,198
2014,NISSAN,SENTRA,MID-SIZE,1.8,6,161
2014,NISSAN,SENTRA,MID-SIZE,1.8,6.6,179
2014,NISSAN,TITAN,PICKUP TRUCK - STANDARD,5.6,12.8,359
2014,NISSAN,TITAN 4WD,PICKUP TRUCK - STANDARD,5.6,14.3,398
2014,NISSAN,VERSA,COMPACT,1.6,5.8,152
2014,NISSAN,VERSA,COMPACT,1.6,6.5,177
2014,NISSAN,XTERRA 4WD,SUV - SMALL,4,11.9,327
2014,NISSAN,XTERRA 4WD,SUV - SMALL,4,11.9,315
2014,PORSCHE,911 CARRERA,MINICOMPACT,3.4,8.3,232
2014,PORSCHE,911 CARRERA,MINICOMPACT,3.4,8.6,246
2014,PORSCHE,911 CARRERA 4,MINICOMPACT,3.4,8.5,237
2014,PORSCHE,911 CARRERA 4,MINICOMPACT,3.4,8.6,246
2014,PORSCHE,911 CARRERA 4 CABRIOLET,MINICOMPACT,3.4,8.7,242
2014,PORSCHE,911 CARRERA 4 CABRIOLET,MINICOMPACT,3.4,9,253
2014,PORSCHE,911 CARRERA 4S,MINICOMPACT,3.8,8.9,248
2014,PORSCHE,911 CARRERA 4S,MINICOMPACT,3.8,8.9,253
2014,PORSCHE,911 CARRERA 4S CABRIOLET,MINICOMPACT,3.8,9,253
2014,PORSCHE,911 CARRERA 4S CABRIOLET,MINICOMPACT,3.8,9.1,258
2014,PORSCHE,911 CARRERA CABRIOLET,MINICOMPACT,3.4,8.3,232
2014,PORSCHE,911 CARRERA CABRIOLET,MINICOMPACT,3.4,8.6,246
2014,PORSCHE,911 CARRERA S,MINICOMPACT,3.8,8.7,244
2014,PORSCHE,911 CARRERA S,MINICOMPACT,3.8,8.6,248
2014,PORSCHE,911 CARRERA S CABRIOLET,MINICOMPACT,3.8,8.7,246
2014,PORSCHE,911 CARRERA S CABRIOLET,MINICOMPACT,3.8,8.8,251
2014,PORSCHE,911 GT3,TWO-SEATER,3.8,11.5,322
2014,PORSCHE,911 TURBO,MINICOMPACT,3.8,9.6,274
2014,PORSCHE,911 TURBO CABRIOLET,MINICOMPACT,3.8,9.6,274
2014,PORSCHE,911 TURBO S,MINICOMPACT,3.8,9.6,274
2014,PORSCHE,911 TURBO S CABRIOLET,MINICOMPACT,3.8,9.6,274
2014,PORSCHE,BOXSTER,TWO-SEATER,2.7,7.4,212
2014,PORSCHE,BOXSTER,TWO-SEATER,2.7,7.9,228
2014,PORSCHE,BOXSTER S,TWO-SEATER,3.4,7.9,225
2014,PORSCHE,BOXSTER S,TWO-SEATER,3.4,8.6,239
2014,PORSCHE,CAYENNE,SUV - STANDARD,3.6,10.1,276
2014,PORSCHE,CAYENNE,SUV - STANDARD,3.6,10.9,313
2014,PORSCHE,CAYENNE DIESEL,SUV - STANDARD,3,8.1,281
2014,PORSCHE,CAYENNE GTS,SUV - STANDARD,4.8,11.4,320
2014,PORSCHE,CAYENNE S,SUV - STANDARD,4.8,10.6,299
2014,PORSCHE,CAYENNE S HYBRID,SUV - STANDARD,3,9.9,251
2014,PORSCHE,CAYENNE TURBO,SUV - STANDARD,4.8,10.9,315
2014,PORSCHE,CAYMAN,TWO-SEATER,2.7,7.4,212
2014,PORSCHE,CAYMAN,TWO-SEATER,2.7,7.9,228
2014,PORSCHE,CAYMAN S,TWO-SEATER,3.4,7.9,225
2014,PORSCHE,CAYMAN S,TWO-SEATER,3.4,8.6,239
2014,PORSCHE,PANAMERA,FULL-SIZE,3.6,8.4,251
2014,PORSCHE,PANAMERA 4,FULL-SIZE,3.6,8.7,255
2014,PORSCHE,PANAMERA 4S,FULL-SIZE,3,8.8,260
2014,PORSCHE,PANAMERA 4S EXECUTIVE,FULL-SIZE,3,8.9,264
2014,PORSCHE,PANAMERA GTS,FULL-SIZE,4.8,9.7,292
2014,PORSCHE,PANAMERA S,FULL-SIZE,3,8.8,260
2014,PORSCHE,PANAMERA TURBO,FULL-SIZE,4.8,9.7,294
2014,PORSCHE,PANAMERA TURBO EXECUTIVE,FULL-SIZE,4.8,9.8,297
2014,RAM,1500 (MDS),PICKUP TRUCK - STANDARD,5.7,12,340
2014,RAM,1500 (MDS),PICKUP TRUCK - STANDARD,5.7,10.9,313
2014,RAM,1500 4X4 (MDS),PICKUP TRUCK - STANDARD,5.7,12.7,354
2014,RAM,1500 4X4 (MDS),PICKUP TRUCK - STANDARD,5.7,11.5,324
2014,RAM,1500 4X4 DIESEL,PICKUP TRUCK - STANDARD,3,8.8,286
2014,RAM,1500 4X4 FFV,PICKUP TRUCK - STANDARD,3.6,10.1,290
2014,RAM,1500 4X4 FFV,PICKUP TRUCK - STANDARD,3.6,14.5,285
2014,RAM,1500 DIESEL,PICKUP TRUCK - STANDARD,3,8.4,275
2014,RAM,1500 FFV,PICKUP TRUCK - STANDARD,3.6,9.5,274
2014,RAM,1500 FFV,PICKUP TRUCK - STANDARD,3.6,13.6,269
2014,RAM,1500 HFE,PICKUP TRUCK - STANDARD,3.6,9.3,260
2014,RAM,CARGO VAN FFV,MINIVAN,3.6,9.1,262
2014,RAM,CARGO VAN FFV,MINIVAN,3.6,12.7,254
2014,ROLLS-ROYCE,GHOST,FULL-SIZE,6.6,12.3,368
2014,ROLLS-ROYCE,GHOST EWB,FULL-SIZE,6.6,12.3,368
2014,ROLLS-ROYCE,PHANTOM,FULL-SIZE,6.7,12.8,393
2014,ROLLS-ROYCE,PHANTOM COUPE,COMPACT,6.7,12.8,393
2014,ROLLS-ROYCE,PHANTOM DROPHEAD COUPE,COMPACT,6.7,12.7,393
2014,ROLLS-ROYCE,PHANTOM EWB,FULL-SIZE,6.7,12.7,393
2014,ROLLS-ROYCE,WRAITH,MID-SIZE,6.6,11.8,359
2014,SCION,FR-S,MINICOMPACT,2,7,193
2014,SCION,FR-S,MINICOMPACT,2,7.8,218
2014,SCION,iQ,MINICOMPACT,1.3,5.7,143
2014,SCION,tC,COMPACT,2.5,7.5,207
2014,SCION,tC,COMPACT,2.5,7.6,207
2014,SCION,xB,STATION WAGON - SMALL,2.4,8.6,228
2014,SCION,xB,STATION WAGON - SMALL,2.4,8.6,228
2014,SCION,xD,SUBCOMPACT,1.8,7.1,184
2014,SCION,xD,SUBCOMPACT,1.8,7.1,182
2014,SMART,FORTWO CABRIOLET,TWO-SEATER,1,5.7,147
2014,SMART,FORTWO COUPE,TWO-SEATER,1,5.7,147
2014,SRT,VIPER COUPE,TWO-SEATER,8.4,13,389
2014,SRT,VIPER GTS COUPE,TWO-SEATER,8.4,13,389
2014,SUBARU,BRZ,MINICOMPACT,2,7.1,196
2014,SUBARU,BRZ,MINICOMPACT,2,7.9,221
2014,SUBARU,FORESTER AWD,SUV - SMALL,2,8.6,218
2014,SUBARU,FORESTER AWD,SUV - SMALL,2.5,7.4,198
2014,SUBARU,FORESTER AWD,SUV - SMALL,2.5,8.3,223
2014,SUBARU,IMPREZA AWD,COMPACT,2,6.6,179
2014,SUBARU,IMPREZA AWD,COMPACT,2,7.1,196
2014,SUBARU,IMPREZA AWD,COMPACT,2.5,9.5,258
2014,SUBARU,IMPREZA AWD,COMPACT,2.5,10.4,288
2014,SUBARU,IMPREZA WAGON AWD,STATION WAGON - SMALL,2,6.6,179
2014,SUBARU,IMPREZA WAGON AWD,STATION WAGON - SMALL,2,7.1,196
2014,SUBARU,IMPREZA WAGON AWD,STATION WAGON - SMALL,2.5,9.5,258
2014,SUBARU,IMPREZA WAGON AWD,STATION WAGON - SMALL,2.5,10.4,288
2014,SUBARU,LEGACY AWD,MID-SIZE,2.5,7.3,198
2014,SUBARU,LEGACY AWD,MID-SIZE,2.5,8.2,228
2014,SUBARU,LEGACY AWD,MID-SIZE,3.6,9.5,267
2014,SUBARU,OUTBACK AWD,SUV - SMALL,2.5,7.8,207
2014,SUBARU,OUTBACK AWD,SUV - SMALL,2.5,8.5,225
2014,SUBARU,OUTBACK AWD,SUV - SMALL,3.6,9.7,269
2014,SUBARU,TRIBECA AWD,SUV - SMALL,3.6,11.1,301
2014,SUBARU,XV CROSSTREK AWD,SUV - SMALL,2,7.2,196
2014,SUBARU,XV CROSSTREK AWD,SUV - SMALL,2,8,212
2014,SUBARU,XV CROSSTREK HYBRID AWD,SUV - SMALL,2,7.2,177
2014,TOYOTA,4RUNNER (Part-Time 4WD),SUV - STANDARD,4,11.1,297
2014,TOYOTA,4RUNNER 4WD,SUV - STANDARD,4,11.1,297
2014,TOYOTA,AVALON,MID-SIZE,3.5,7.6,221
2014,TOYOTA,CAMRY,MID-SIZE,2.5,6.6,189
2014,TOYOTA,CAMRY,MID-SIZE,3.5,7.8,221
2014,TOYOTA,CAMRY HYBRID LE,MID-SIZE,2.5,5.9,131
2014,TOYOTA,CAMRY HYBRID XLE/SE,MID-SIZE,2.5,6.2,138
2014,TOYOTA,COROLLA,MID-SIZE,1.8,6.5,177
2014,TOYOTA,COROLLA,MID-SIZE,1.8,6.3,168
2014,TOYOTA,COROLLA,MID-SIZE,1.8,5.9,163
2014,TOYOTA,COROLLA,MID-SIZE,1.8,6.3,170
2014,TOYOTA,COROLLA LE ECO (1-mode),MID-SIZE,1.8,5.6,156
2014,TOYOTA,COROLLA LE ECO (2-mode),MID-SIZE,1.8,5.9,159
2014,TOYOTA,COROLLA MATRIX,STATION WAGON - SMALL,1.8,7.5,196
2014,TOYOTA,COROLLA MATRIX,STATION WAGON - SMALL,1.8,7.3,189
2014,TOYOTA,FJ CRUISER 4WD,SUV - SMALL,4,11.2,297
2014,TOYOTA,FJ CRUISER 4WD,SUV - SMALL,4,12.1,320
2014,TOYOTA,HIGHLANDER,SUV - SMALL,2.7,8.6,237
2014,TOYOTA,HIGHLANDER,SUV - SMALL,3.5,9.4,258
2014,TOYOTA,HIGHLANDER AWD,SUV - STANDARD,3.5,9.7,264
2014,TOYOTA,HIGHLANDER HYBRID AWD,SUV - STANDARD,3.5,8.6,191
2014,TOYOTA,HIGHLANDER HYBRID AWD LE,SUV - STANDARD,3.5,8.6,189
2014,TOYOTA,PRIUS,MID-SIZE,1.8,4.9,110
2014,TOYOTA,PRIUS c,COMPACT,1.5,4.9,108
2014,TOYOTA,PRIUS v,STATION WAGON - MID-SIZE,1.8,5.8,126
2014,TOYOTA,RAV4,SUV - SMALL,2.5,7.6,205
2014,TOYOTA,RAV4 AWD,SUV - SMALL,2.5,8.1,216
2014,TOYOTA,RAV4 LIMITED AWD,SUV - SMALL,2.5,8.2,218
2014,TOYOTA,SEQUOIA 4WD,SUV - STANDARD,5.7,13.9,384
2014,TOYOTA,SIENNA,MINIVAN,3.5,9.4,260
2014,TOYOTA,SIENNA AWD,MINIVAN,3.5,10.3,285
2014,TOYOTA,TACOMA,PICKUP TRUCK - SMALL,2.7,9.3,251
2014,TOYOTA,TACOMA,PICKUP TRUCK - SMALL,2.7,8.9,235
2014,TOYOTA,TACOMA,PICKUP TRUCK - SMALL,4,11.3,301
2014,TOYOTA,TACOMA 4WD,PICKUP TRUCK - SMALL,2.7,10.5,274
2014,TOYOTA,TACOMA 4WD,PICKUP TRUCK - SMALL,2.7,10.6,271
2014,TOYOTA,TACOMA 4WD,PICKUP TRUCK - SMALL,4,11.5,306
2014,TOYOTA,TACOMA 4WD,PICKUP TRUCK - SMALL,4,12.3,322
2014,TOYOTA,TUNDRA,PICKUP TRUCK - STANDARD,4,11.8,310
2014,TOYOTA,TUNDRA,PICKUP TRUCK - STANDARD,4.6,12.3,329
2014,TOYOTA,TUNDRA,PICKUP TRUCK - STANDARD,5.7,12.9,356
2014,TOYOTA,TUNDRA 4WD,PICKUP TRUCK - STANDARD,4.6,12.8,347
2014,TOYOTA,TUNDRA 4WD,PICKUP TRUCK - STANDARD,5.7,13.9,373
2014,TOYOTA,VENZA,SUV - SMALL,2.7,8.2,230
2014,TOYOTA,VENZA,SUV - SMALL,3.5,9.1,253
2014,TOYOTA,VENZA 4WD,SUV - SMALL,2.7,8.5,235
2014,TOYOTA,VENZA 4WD,SUV - SMALL,3.5,9.4,260
2014,TOYOTA,YARIS,COMPACT,1.5,6.6,168
2014,TOYOTA,YARIS,COMPACT,1.5,6.3,163
2014,VOLKSWAGEN,BEETLE,COMPACT,1.8,7.2,196
2014,VOLKSWAGEN,BEETLE,COMPACT,1.8,7.2,200
2014,VOLKSWAGEN,BEETLE,COMPACT,2,7.7,209
2014,VOLKSWAGEN,BEETLE,COMPACT,2,7.6,216
2014,VOLKSWAGEN,BEETLE,COMPACT,2.5,8.4,225
2014,VOLKSWAGEN,BEETLE,COMPACT,2.5,7.7,221
2014,VOLKSWAGEN,BEETLE CONVERTIBLE,SUBCOMPACT,1.8,7.3,200
2014,VOLKSWAGEN,BEETLE CONVERTIBLE,SUBCOMPACT,2,8.1,214
2014,VOLKSWAGEN,BEETLE CONVERTIBLE,SUBCOMPACT,2,7.6,216
2014,VOLKSWAGEN,BEETLE CONVERTIBLE,SUBCOMPACT,2.5,8.7,232
2014,VOLKSWAGEN,BEETLE TDI CLEAN DIESEL,COMPACT,2,6.1,197
2014,VOLKSWAGEN,BEETLE TDI CLEAN DIESEL,COMPACT,2,5.8,197
2014,VOLKSWAGEN,CC,COMPACT,2,7.9,223
2014,VOLKSWAGEN,CC,COMPACT,2,7.7,225
2014,VOLKSWAGEN,CC 4MOTION,COMPACT,3.6,9.8,283
2014,VOLKSWAGEN,EOS,SUBCOMPACT,2,8,221
2014,VOLKSWAGEN,GOLF WAGON,STATION WAGON - SMALL,2.5,7.7,218
2014,VOLKSWAGEN,GOLF WAGON,STATION WAGON - SMALL,2.5,7.3,216
2014,VOLKSWAGEN,GOLF WAGON TDI CLEAN DIESEL,STATION WAGON - SMALL,2,6,194
2014,VOLKSWAGEN,GOLF WAGON TDI CLEAN DIESEL,STATION WAGON - SMALL,2,5.6,186
2014,VOLKSWAGEN,JETTA,COMPACT,1.8,6.7,189
2014,VOLKSWAGEN,JETTA,COMPACT,1.8,6.7,189
2014,VOLKSWAGEN,JETTA,COMPACT,2,8,216
2014,VOLKSWAGEN,JETTA,COMPACT,2,7.2,207
2014,VOLKSWAGEN,JETTA GLI,COMPACT,2,7.5,207
2014,VOLKSWAGEN,JETTA GLI,COMPACT,2,7.4,212
2014,VOLKSWAGEN,JETTA TDI CLEAN DIESEL,COMPACT,2,5.7,186
2014,VOLKSWAGEN,JETTA TDI CLEAN DIESEL,COMPACT,2,5.6,186
2014,VOLKSWAGEN,JETTA TURBO HYBRID,COMPACT,1.4,5.2,124
2014,VOLKSWAGEN,PASSAT,MID-SIZE,1.8,6.9,198
2014,VOLKSWAGEN,PASSAT,MID-SIZE,1.8,6.9,198
2014,VOLKSWAGEN,PASSAT,MID-SIZE,2.5,8,223
2014,VOLKSWAGEN,PASSAT,MID-SIZE,2.5,7.8,225
2014,VOLKSWAGEN,PASSAT,MID-SIZE,3.6,8.8,248
2014,VOLKSWAGEN,PASSAT TDI CLEAN DIESEL,MID-SIZE,2,5.9,192
2014,VOLKSWAGEN,PASSAT TDI CLEAN DIESEL,MID-SIZE,2,5.4,184
2014,VOLKSWAGEN,ROUTAN,MINIVAN,3.6,9.5,278
2014,VOLKSWAGEN,TIGUAN,SUV - SMALL,2,9.5,246
2014,VOLKSWAGEN,TIGUAN,SUV - SMALL,2,9.2,267
2014,VOLKSWAGEN,TIGUAN 4MOTION,SUV - SMALL,2,9.4,246
2014,VOLKSWAGEN,TOUAREG,SUV - STANDARD,3.6,10.3,281
2014,VOLKSWAGEN,TOUAREG TDI CLEAN DIESEL,SUV - STANDARD,3,8,281
2014,VOLVO,S60,COMPACT,2.5,7.8,223
2014,VOLVO,S60 AWD,COMPACT,2.5,8.3,232
2014,VOLVO,S60 AWD,COMPACT,3,9.5,264
2014,VOLVO,S80,MID-SIZE,3.2,8.1,235
2014,VOLVO,S80 AWD,MID-SIZE,3,9.5,264
2014,VOLVO,XC60,SUV - SMALL,3.2,8.9,258
2014,VOLVO,XC60 AWD,SUV - SMALL,3,9.8,271
2014,VOLVO,XC60 AWD,SUV - SMALL,3.2,9.5,264
2014,VOLVO,XC70 AWD,SUV - SMALL,3,9.8,271
2014,VOLVO,XC70 AWD,SUV - SMALL,3.2,9.3,260
2014,VOLVO,XC90 AWD,SUV - STANDARD,3.2,10.2,294
